Id,Id_user,Id_item,App_name,Genres,Developer,Release_date,Price,Recommend,Posted,Sentiment_analysis,Playtime_forever
261920WarNorth,WarNorth,261920,Catzilla 4K - Advanced,Utilities,ALLPlayer Group Ltd.,2014.0,14.99,1,2014,1,37
211820WarNorth,WarNorth,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2013,2,5322
339800Sylisis,Sylisis,339800,HuniePop,Indie,HuniePot,2015.0,9.99,1,2015,2,1155
346110Sylisis,Sylisis,346110,ARK: Survival Evolved,Action,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0,59.99,1,2015,1,479
30152076561198035762177,76561198035762177,301520,Robocraft,Action,Freejam,2017.0,0.0,1,2014,2,5901
65800jwatt1991,jwatt1991,65800,Dungeon Defenders,Action,Trendy Entertainment,2011.0,14.99,1,2012,2,6361
207080jwatt1991,jwatt1991,207080,Indie Game: The Movie,Indie,BlinkWorks Media,2012.0,9.99,1,2013,1,440
730dvs,dvs,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,89835
265930EliotJordan,EliotJordan,265930,Goat Simulator,Casual,Coffee Stain Studios,2014.0,9.99,1,2014,2,124
35450wjmj,wjmj,35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Action,Tripwire Interactive,2011.0,19.99,1,2014,1,16315
224260wjmj,wjmj,224260,No More Room in Hell,Action,No More Room in Hell Team,2011.0,0.0,1,2014,1,971
98600wjmj,wjmj,98600,Demolition Inc.,Action,Zeroscale,2011.0,5.99,1,2014,0,133
355840wjmj,wjmj,355840,Survarium,Action,Vostok Games,2015.0,0.0,0,2015,1,372
4000fldwest,fldwest,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,2,2157
252490fldwest,fldwest,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2015,1,1173
222880fldwest,fldwest,222880,Insurgency,Action,New World Interactive,2014.0,9.99,1,2014,2,746
30493076561198152129309,76561198152129309,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2015,2,17651
24740nearf,nearf,24740,Burnout Paradise: The Ultimate Box,Racing,Criterion Games,2009.0,19.99,1,2015,1,774
24010nearf,nearf,24010,Train Simulator,Simulation,Dovetail Games,2009.0,24.99,1,2015,2,35907
730WhisKeyBby,WhisKeyBby,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,85994
48000mrfefe,mrfefe,48000,LIMBO,Adventure,Playdead,2011.0,9.99,1,2013,1,386
730mrfefe,mrfefe,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2013,1,123872
281370mrfefe,mrfefe,281370,Real Horror Stories Ultimate Edition,Indie,GameORE,2014.0,1.99,0,2014,1,161
2238076561197995418864,76561197995418864,22380,Fallout: New Vegas,Action,Obsidian Entertainment,2010.0,9.99,1,2014,2,11770
2238076561197995418864,76561197995418864,22380,Fallout: New Vegas,Action,Obsidian Entertainment,2010.0,9.99,1,2014,2,11770
2238076561197995418864,76561197995418864,22380,Fallout: New Vegas,Action,Obsidian Entertainment,2010.0,9.99,1,2014,2,11770
2238076561197995418864,76561197995418864,22380,Fallout: New Vegas,Action,Obsidian Entertainment,2010.0,9.99,1,2014,2,11770
26555076561197995418864,76561197995418864,265550,Dead Rising 3 Apocalypse Edition,Action,Capcom Game Studio Vancouver,2014.0,29.99,1,2014,2,1314
26555076561197995418864,76561197995418864,265550,Dead Rising 3 Apocalypse Edition,Action,Capcom Game Studio Vancouver,2014.0,29.99,1,2014,2,1314
26555076561197995418864,76561197995418864,265550,Dead Rising 3 Apocalypse Edition,Action,Capcom Game Studio Vancouver,2014.0,29.99,1,2014,2,1314
26555076561197995418864,76561197995418864,265550,Dead Rising 3 Apocalypse Edition,Action,Capcom Game Studio Vancouver,2014.0,29.99,1,2014,2,1314
37716076561197995418864,76561197995418864,377160,Fallout 4,RPG,Bethesda Game Studios,2015.0,29.99,1,2015,2,10721
37716076561197995418864,76561197995418864,377160,Fallout 4,RPG,Bethesda Game Studios,2015.0,29.99,1,2015,2,10721
37716076561197995418864,76561197995418864,377160,Fallout 4,RPG,Bethesda Game Studios,2015.0,29.99,1,2015,2,10721
37716076561197995418864,76561197995418864,377160,Fallout 4,RPG,Bethesda Game Studios,2015.0,29.99,1,2015,2,10721
730Whitts,Whitts,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,15731
730a_unicorn950,a_unicorn950,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,0,2015,0,21406
333930a_unicorn950,a_unicorn950,333930,Dirty Bomb®,Action,Splash Damage,2015.0,0.0,0,2015,1,12
39154076561198070559036,76561198070559036,391540,Undertale,Indie,tobyfox,2015.0,9.99,1,2015,0,478
2238076561198129265482,76561198129265482,22380,Fallout: New Vegas,Action,Obsidian Entertainment,2010.0,9.99,0,2015,0,88
10470076561198054922473,76561198054922473,104700,Super MNC,Free to Play,Uber Entertainment,2012.0,0.0,1,2014,2,748
20650076561198054922473,76561198054922473,206500,AirMech Strike,Action,Carbon Games,2012.0,0.0,1,2015,2,1526
22718076561198054922473,76561198054922473,227180,Kingdom Wars,Free to Play,Reverie World Studios,2013.0,19.98,1,2015,2,1864
304930wikk3,wikk3,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2015,2,12233
344760wikk3,wikk3,344760,Reign Of Kings,Action,Code}{atch,2015.0,19.99,1,2015,2,8145
62076561198117321520,76561198117321520,620,Portal 2,Action,Valve,2011.0,19.99,1,2015,2,973
620CJW2012,CJW2012,620,Portal 2,Action,Valve,2011.0,19.99,1,2013,2,7976
203770CJW2012,CJW2012,203770,Crusader Kings II,RPG,Paradox Development Studio,2012.0,39.99,1,2015,1,17879
304930CJW2012,CJW2012,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,0,2014,0,70
21182076561198072355008,76561198072355008,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2014,1,12746
21182076561198072355008,76561198072355008,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2014,1,12746
21182076561198072355008,76561198072355008,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2014,1,12746
21182076561198072355008,76561198072355008,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2014,1,12746
3920Harrasian,Harrasian,3920,Sid Meier's Pirates!,RPG,Firaxis Games,2005.0,9.99,1,2015,0,852
400076561198186712695,76561198186712695,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2015,0,4423
22554076561198097038758,76561198097038758,225540,Just Cause™ 3,Action,Avalanche Studios,2015.0,49.99,1,2015,2,3965
730trpler,trpler,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,1,71815
31312076561198061741370,76561198061741370,313120,Stranded Deep,Adventure,Beam Team Games,2015.0,14.99,1,2015,2,712
301520wizardshideout,wizardshideout,301520,Robocraft,Action,Freejam,2017.0,0.0,1,2015,1,676
730wizardshideout,wizardshideout,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,81008
20430076561198064681833,76561198064681833,204300,Awesomenauts - the 2D moba,Action,Ronimo Games,2012.0,0.0,1,2014,2,552
304930iknowyoucanbe,iknowyoucanbe,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,2,4505
36397076561198204073681,76561198204073681,363970,Clicker Heroes,Adventure,Playsaurus,2015.0,0.0,1,2015,0,170
240HeyItsWill,HeyItsWill,240,Counter-Strike: Source,Action,Valve,2004.0,19.99,1,2014,2,32550
1250HeyItsWill,HeyItsWill,1250,Killing Floor,Action,Tripwire Interactive,2009.0,19.99,1,2014,2,1152
273110HeyItsWill,HeyItsWill,273110,Counter-Strike Nexon: Zombies,Action,Nexon,2014.0,0.0,1,2014,1,1331
8190Wolfrexicorn,Wolfrexicorn,8190,Just Cause 2,Action,Avalanche Studios,2010.0,14.99,1,2014,2,1031
224260Wolfrexicorn,Wolfrexicorn,224260,No More Room in Hell,Action,No More Room in Hell Team,2011.0,0.0,1,2014,0,597
4000ShiftyWombat,ShiftyWombat,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,2,35826
252490Blitzboom01,Blitzboom01,252490,Rust,Action,Facepunch Studios,2013.0,19.99,0,2015,0,1316
222880Blitzboom01,Blitzboom01,222880,Insurgency,Action,New World Interactive,2014.0,9.99,1,2015,1,1720
298240Blitzboom01,Blitzboom01,298240,Red Crucible®: Firestorm,Action,"Rocketeer Games Studio, LLC",2015.0,0.0,1,2015,1,501
304930Blitzboom01,Blitzboom01,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,2,3369
27335076561198088129605,76561198088129605,273350,Evolve Stage 2,Action,Turtle Rock Studios,2015.0,0.0,1,2015,2,4274
4000Cake-FTW,Cake-FTW,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,2,88270
5764076561198032873398,76561198032873398,57640,Broken Sword: Director's Cut,Adventure,Revolution Software Ltd,2010.0,5.99,1,2014,2,858
20051076561198032873398,76561198032873398,200510,XCOM: Enemy Unknown,Strategy,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012.0,29.99,1,2013,2,1303
20383076561198032873398,76561198032873398,203830,The Dark Eye: Chains of Satinav,Adventure,Daedalic Entertainment,2012.0,19.99,1,2014,2,1590
23763076561198032873398,76561198032873398,237630,DuckTales: Remastered,Action,WayForward,2013.0,14.99,1,2013,2,237
21182076561198045479668,76561198045479668,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2014,2,9711
30152076561198045479668,76561198045479668,301520,Robocraft,Action,Freejam,2017.0,0.0,1,2015,1,27808
27419076561198140052687,76561198140052687,274190,Broforce,Action,Free Lives,2015.0,14.99,1,2015,1,245
4000Freeballin99,Freeballin99,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2015,1,51486
730Freeballin99,Freeballin99,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,14304
239660Freeballin99,Freeballin99,239660,Soldier Front 2,Action,Dragonfly,2013.0,0.0,0,2015,2,15
227940Freeballin99,Freeballin99,227940,Heroes & Generals,Action,Reto-Moto,2016.0,0.0,1,2014,2,85
1250wyvaud,wyvaud,1250,Killing Floor,Action,Tripwire Interactive,2009.0,19.99,1,2012,0,13689
230410wyvaud,wyvaud,230410,Warframe,Action,Digital Extremes,2013.0,0.0,1,2014,2,91150
20987076561198085399133,76561198085399133,209870,Blacklight: Retribution,Action,Hardsuit Labs,2012.0,0.0,1,2014,1,443
20987076561198085399133,76561198085399133,209870,Blacklight: Retribution,Action,Hardsuit Labs,2012.0,0.0,1,2014,1,443
20987076561198085399133,76561198085399133,209870,Blacklight: Retribution,Action,Hardsuit Labs,2012.0,0.0,1,2014,1,443
20987076561198085399133,76561198085399133,209870,Blacklight: Retribution,Action,Hardsuit Labs,2012.0,0.0,1,2014,1,443
30493076561198085399133,76561198085399133,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,2,35864
30493076561198085399133,76561198085399133,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,2,35864
30493076561198085399133,76561198085399133,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,2,35864
30493076561198085399133,76561198085399133,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,2,35864
206500Xecoix,Xecoix,206500,AirMech Strike,Action,Carbon Games,2012.0,0.0,1,2014,1,4491
333930Xecoix,Xecoix,333930,Dirty Bomb®,Action,Splash Damage,2015.0,0.0,0,2015,0,281
730Xemmedi,Xemmedi,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,41115
214510Xemmedi,Xemmedi,214510,LEGO The Lord of the Rings,Action,Traveller's Tales,2012.0,19.99,1,2014,1,898
234490Xemmedi,Xemmedi,234490,Rush Bros.,Action,XYLA Entertainment,2013.0,9.99,0,2014,2,12
330830Xemmedi,Xemmedi,330830,Tales from the Borderlands,Adventure,Telltale Games,2014.0,24.99,1,2015,1,614
220200Zettarolf,Zettarolf,220200,Kerbal Space Program,Indie,Squad,2015.0,39.99,1,2014,2,6818
206420Zettarolf,Zettarolf,206420,Saints Row IV,Action,Deep Silver Volition,2013.0,14.99,1,2015,2,2116
252950revolvingelk,revolvingelk,252950,Rocket League®,Action,"Psyonix, Inc.",2015.0,19.99,1,2015,1,24145
7304801,4801,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2013,0,200385
7304801,4801,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2013,0,200385
7304801,4801,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2013,0,200385
7304801,4801,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2013,0,200385
2524904801,4801,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2013,1,3895
2524904801,4801,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2013,1,3895
2524904801,4801,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2013,1,3895
2524904801,4801,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2013,1,3895
31221076561198044212679,76561198044212679,312210,The Fifth Day,Action,Touz,2014.0,14.99,1,2014,1,197
26555076561198044212679,76561198044212679,265550,Dead Rising 3 Apocalypse Edition,Action,Capcom Game Studio Vancouver,2014.0,29.99,1,2014,1,1051
400xjerseypsycho,xjerseypsycho,400,Portal,Action,Valve,2007.0,9.99,1,2013,1,90
242920xjerseypsycho,xjerseypsycho,242920,Banished,Indie,Shining Rock Software LLC,2014.0,19.99,1,2014,1,2914
346110xjerseypsycho,xjerseypsycho,346110,ARK: Survival Evolved,Action,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0,59.99,1,2015,1,170388
30152076561198091085055,76561198091085055,301520,Robocraft,Action,Freejam,2017.0,0.0,1,2015,2,95
48700jaz1357,jaz1357,48700,Mount & Blade: Warband,Action,TaleWorlds Entertainment,2010.0,19.99,1,2015,2,89
15700chocklanisi,chocklanisi,15700,Oddworld: Abe's Oddysee®,Adventure,Oddworld Inhabitants,1997.0,2.99,1,2014,2,981
30405076561198080494889,76561198080494889,304050,Trove,Action,Trion Worlds,2015.0,0.0,0,2015,0,273
22794076561198100578926,76561198100578926,227940,Heroes & Generals,Action,Reto-Moto,2016.0,0.0,0,2015,1,17844
209870RATmasterfy,RATmasterfy,209870,Blacklight: Retribution,Action,Hardsuit Labs,2012.0,0.0,0,2014,0,119824
4000UltraPonies,UltraPonies,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,1,27398
17410Hizamo,Hizamo,17410,Mirror's Edge™,Action,DICE,2009.0,19.99,1,2014,2,396
550Hizamo,Hizamo,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2013,2,4123
230410Hizamo,Hizamo,230410,Warframe,Action,Digital Extremes,2013.0,0.0,1,2013,2,13090
386360Hizamo,Hizamo,386360,SMITE®,Action,Hi-Rez Studios,2015.0,0.0,1,2015,1,22440
211820Goatlicious,Goatlicious,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2014,2,2245
206440reina_san,reina_san,206440,To the Moon,Adventure,Freebird Games,2011.0,9.99,1,2014,1,356
327410reina_san,reina_san,327410,A Bird Story,Adventure,Freebird Games,2014.0,3.99,1,2015,2,69
206420TeamCursb11d,TeamCursb11d,206420,Saints Row IV,Action,Deep Silver Volition,2013.0,14.99,1,2015,1,1726
10710076561198082864529,76561198082864529,107100,Bastion,Action,Supergiant Games,2011.0,14.99,1,2015,2,518
272510UchihaFernando,UchihaFernando,272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,Action,"CyberConnect2 Co., Ltd.",2014.0,29.99,1,2014,1,1392
1009076561198094665607,76561198094665607,10090,Call of Duty: World at War,Action,Treyarch,2008.0,19.99,1,2013,2,5560
1009076561198094665607,76561198094665607,10090,Call of Duty: World at War,Action,Treyarch,2008.0,19.99,1,2013,2,5560
1009076561198094665607,76561198094665607,10090,Call of Duty: World at War,Action,Treyarch,2008.0,19.99,1,2013,2,5560
1009076561198094665607,76561198094665607,10090,Call of Duty: World at War,Action,Treyarch,2008.0,19.99,1,2013,2,5560
125076561198094665607,76561198094665607,1250,Killing Floor,Action,Tripwire Interactive,2009.0,19.99,1,2013,2,1424
125076561198094665607,76561198094665607,1250,Killing Floor,Action,Tripwire Interactive,2009.0,19.99,1,2013,2,1424
125076561198094665607,76561198094665607,1250,Killing Floor,Action,Tripwire Interactive,2009.0,19.99,1,2013,2,1424
125076561198094665607,76561198094665607,1250,Killing Floor,Action,Tripwire Interactive,2009.0,19.99,1,2013,2,1424
20436076561198094665607,76561198094665607,204360,Castle Crashers®,Action,The Behemoth,2012.0,14.99,1,2014,2,1214
20436076561198094665607,76561198094665607,204360,Castle Crashers®,Action,The Behemoth,2012.0,14.99,1,2014,2,1214
20436076561198094665607,76561198094665607,204360,Castle Crashers®,Action,The Behemoth,2012.0,14.99,1,2014,2,1214
20436076561198094665607,76561198094665607,204360,Castle Crashers®,Action,The Behemoth,2012.0,14.99,1,2014,2,1214
22454076561198094665607,76561198094665607,224540,Ace of Spades: Battle Builder,Action,Jagex Limited,2012.0,14.99,1,2013,1,63
22454076561198094665607,76561198094665607,224540,Ace of Spades: Battle Builder,Action,Jagex Limited,2012.0,14.99,1,2013,1,63
22454076561198094665607,76561198094665607,224540,Ace of Spades: Battle Builder,Action,Jagex Limited,2012.0,14.99,1,2013,1,63
22454076561198094665607,76561198094665607,224540,Ace of Spades: Battle Builder,Action,Jagex Limited,2012.0,14.99,1,2013,1,63
28739076561198094665607,76561198094665607,287390,Metro: Last Light Redux,Action,4A Games,2014.0,19.99,1,2015,2,1415
28739076561198094665607,76561198094665607,287390,Metro: Last Light Redux,Action,4A Games,2014.0,19.99,1,2015,2,1415
28739076561198094665607,76561198094665607,287390,Metro: Last Light Redux,Action,4A Games,2014.0,19.99,1,2015,2,1415
28739076561198094665607,76561198094665607,287390,Metro: Last Light Redux,Action,4A Games,2014.0,19.99,1,2015,2,1415
30778076561198094665607,76561198094665607,307780,Mortal Kombat X,Action,"NetherRealm Studios,High Voltage Software",2015.0,19.99,1,2015,1,1470
30778076561198094665607,76561198094665607,307780,Mortal Kombat X,Action,"NetherRealm Studios,High Voltage Software",2015.0,19.99,1,2015,1,1470
30778076561198094665607,76561198094665607,307780,Mortal Kombat X,Action,"NetherRealm Studios,High Voltage Software",2015.0,19.99,1,2015,1,1470
30778076561198094665607,76561198094665607,307780,Mortal Kombat X,Action,"NetherRealm Studios,High Voltage Software",2015.0,19.99,1,2015,1,1470
37716076561198094665607,76561198094665607,377160,Fallout 4,RPG,Bethesda Game Studios,2015.0,29.99,1,2015,2,3962
37716076561198094665607,76561198094665607,377160,Fallout 4,RPG,Bethesda Game Studios,2015.0,29.99,1,2015,2,3962
37716076561198094665607,76561198094665607,377160,Fallout 4,RPG,Bethesda Game Studios,2015.0,29.99,1,2015,2,3962
37716076561198094665607,76561198094665607,377160,Fallout 4,RPG,Bethesda Game Studios,2015.0,29.99,1,2015,2,3962
730akaBryce,akaBryce,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,36080
730akaBryce,akaBryce,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,36080
730akaBryce,akaBryce,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,36080
730akaBryce,akaBryce,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,36080
260230mikeytyson,mikeytyson,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,Adventure,Ubisoft Montpellier,2014.0,14.99,1,2014,2,426
221100mikeytyson,mikeytyson,221100,DayZ,Action,Bohemia Interactive,2013.0,34.99,1,2014,1,10610
8930mikeytyson,mikeytyson,8930,Sid Meier's Civilization® V,Strategy,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2014,1,205
335300mikeytyson,mikeytyson,335300,DARK SOULS™ II: Scholar of the First Sin,Action,"FromSoftware, Inc",2015.0,39.99,1,2015,1,5286
221640Malleeable,Malleeable,221640,Super Hexagon,Action,Terry Cavanagh,2012.0,2.99,1,2014,1,1219
105600swagerking,swagerking,105600,Terraria,Action,Re-Logic,2011.0,9.99,1,2015,1,3993
23209076561198098423566,76561198098423566,232090,Killing Floor 2,Action,Tripwire Interactive,2016.0,29.99,1,2015,1,3158
550TheAussieMozzie,TheAussieMozzie,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2015,2,1673
22370TheAussieMozzie,TheAussieMozzie,22370,Fallout 3: Game of the Year Edition,RPG,Bethesda Game Studios,2009.0,19.99,1,2015,2,176
223710TheAussieMozzie,TheAussieMozzie,223710,Cry of Fear,Action,Team Psykskallar,2013.0,0.0,1,2015,1,11
304050TheAussieMozzie,TheAussieMozzie,304050,Trove,Action,Trion Worlds,2015.0,0.0,1,2015,1,1951
304930yirosboy,yirosboy,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,0,2014,1,54
105600AdonSinky,AdonSinky,105600,Terraria,Action,Re-Logic,2011.0,9.99,1,2014,1,78
319510AdonSinky,AdonSinky,319510,Five Nights at Freddy's,Indie,Scott Cawthon,2014.0,4.99,1,2014,2,253
332800AdonSinky,AdonSinky,332800,Five Nights at Freddy's 2,Indie,Scott Cawthon,2014.0,7.99,1,2014,2,166
354140AdonSinky,AdonSinky,354140,Five Nights at Freddy's 3,Action,Scott Cawthon,2015.0,7.99,1,2015,1,72
31312076561198097470405,76561198097470405,313120,Stranded Deep,Adventure,Beam Team Games,2015.0,14.99,1,2015,0,277
34476076561198097470405,76561198097470405,344760,Reign Of Kings,Action,Code}{atch,2015.0,19.99,1,2015,0,1333
250320yolofaceguy,yolofaceguy,250320,The Wolf Among Us,Adventure,Telltale Games,2013.0,24.99,1,2014,1,1469
250320yolofaceguy,yolofaceguy,250320,The Wolf Among Us,Adventure,Telltale Games,2013.0,24.99,1,2014,1,1469
250320yolofaceguy,yolofaceguy,250320,The Wolf Among Us,Adventure,Telltale Games,2013.0,24.99,1,2014,1,1469
250320yolofaceguy,yolofaceguy,250320,The Wolf Among Us,Adventure,Telltale Games,2013.0,24.99,1,2014,1,1469
261030yolofaceguy,yolofaceguy,261030,The Walking Dead: Season 2,Adventure,Telltale Games,2013.0,24.99,1,2014,0,1190
261030yolofaceguy,yolofaceguy,261030,The Walking Dead: Season 2,Adventure,Telltale Games,2013.0,24.99,1,2014,0,1190
261030yolofaceguy,yolofaceguy,261030,The Walking Dead: Season 2,Adventure,Telltale Games,2013.0,24.99,1,2014,0,1190
261030yolofaceguy,yolofaceguy,261030,The Walking Dead: Season 2,Adventure,Telltale Games,2013.0,24.99,1,2014,0,1190
204300yoshi_bilby,yoshi_bilby,204300,Awesomenauts - the 2D moba,Action,Ronimo Games,2012.0,0.0,1,2014,1,13370
20275076561198114969651,76561198114969651,202750,Alan Wake's American Nightmare,Action,Remedy Entertainment,2012.0,9.99,0,2015,2,10
26921076561198114969651,76561198114969651,269210,Hero Siege,Action,"Elias Viglione,Jussi Kukkonen",2014.0,5.99,1,2015,0,1060
730KawaiiAntman,KawaiiAntman,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,37245
30493076561198061547085,76561198061547085,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2015,1,639
304930togekiss906,togekiss906,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,0,2015,0,4575
730togekiss906,togekiss906,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,55280
252490kurtass1337,kurtass1337,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2015,2,13625
335330yay853482185,yay853482185,335330,Brick-Force,Action,Exe Games Inc.,2012.0,0.0,0,2015,0,36
21964076561198089179910,76561198089179910,219640,Chivalry: Medieval Warfare,Action,Torn Banner Studios,2012.0,24.99,1,2014,1,14559
70300Z1_M4N,Z1_M4N,70300,VVVVVV,Action,Terry Cavanagh,2010.0,4.99,1,2012,2,508
105600Z1_M4N,Z1_M4N,105600,Terraria,Action,Re-Logic,2011.0,9.99,1,2012,1,15910
220200Z1_M4N,Z1_M4N,220200,Kerbal Space Program,Indie,Squad,2015.0,39.99,1,2015,1,74200
27335076561198080914102,76561198080914102,273350,Evolve Stage 2,Action,Turtle Rock Studios,2015.0,0.0,1,2015,1,794
357650zachster,zachster,357650,Project Explore,Action,Sebastian Nigro,2017.0,4.99,1,2015,1,184
26563076561198079529917,76561198079529917,265630,Fistful of Frags,Action,Fistful of Frags Team,2014.0,0.0,1,2014,1,767
34690076561197990926687,76561197990926687,346900,AdVenture Capitalist,Casual,Hyper Hippo Games,2015.0,0.0,1,2015,1,3441
730zenncs,zenncs,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,190230
730ZeryxAFKAccount,ZeryxAFKAccount,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,0,17563
39120ZeryxAFKAccount,ZeryxAFKAccount,39120,RIFT,Free to Play,Trion Worlds,2013.0,0.0,1,2014,2,3730
250900ZeryxAFKAccount,ZeryxAFKAccount,250900,The Binding of Isaac: Rebirth,Action,"Nicalis, Inc.",2014.0,14.99,1,2014,1,399
304930ZeryxAFKAccount,ZeryxAFKAccount,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2014,2,1731
305260ZeryxAFKAccount,ZeryxAFKAccount,305260,Battle Islands,Free to Play,DR Studios,2014.0,0.0,1,2014,2,3032
268420ZeryxAFKAccount,ZeryxAFKAccount,268420,Aura Kingdom,Adventure,X-Legend,2014.0,0.0,1,2014,2,1795
334230ZeryxAFKAccount,ZeryxAFKAccount,334230,Town of Salem,Indie,BlankMediaGames,2014.0,4.99,1,2015,2,2263
105600Zestayy,Zestayy,105600,Terraria,Action,Re-Logic,2011.0,9.99,1,2015,2,34739
730Zestayy,Zestayy,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,68043
346110Zestayy,Zestayy,346110,ARK: Survival Evolved,Action,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0,59.99,1,2015,1,35064
21989076561198049320489,76561198049320489,219890,Antichamber,Adventure,Alexander Bruce,2013.0,19.99,1,2014,2,1030
23041076561198086918051,76561198086918051,230410,Warframe,Action,Digital Extremes,2013.0,0.0,1,2013,2,8947
27419076561198086918051,76561198086918051,274190,Broforce,Action,Free Lives,2015.0,14.99,1,2014,1,3681
10090Zodiac011,Zodiac011,10090,Call of Duty: World at War,Action,Treyarch,2008.0,19.99,1,2014,2,9892
21268076561198060494794,76561198060494794,212680,FTL: Faster Than Light,Indie,Subset Games,2012.0,9.99,1,2014,2,5005
22347076561198060494794,76561198060494794,223470,POSTAL 2,Action,Running With Scissors,2003.0,9.99,1,2014,2,242
23372076561198060494794,76561198060494794,233720,Surgeon Simulator,Action,Bossa Studios,2013.0,9.99,1,2013,2,862
21983076561198060494794,76561198060494794,219830,King Arthur's Gold,Action,Transhuman Design,2013.0,9.99,1,2014,2,3395
239140AnOfficialPanda,AnOfficialPanda,239140,Dying Light,Action,Techland,2015.0,39.99,1,2015,2,3340
239160ZuperAokii,ZuperAokii,239160,Thief,Action,"Eidos-Montréal,Feral Interactive (Mac)",2014.0,29.99,1,2014,1,1221
3243076561198004203858,76561198004203858,32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,Action,"LucasArts,Aspyr Studios",2009.0,19.99,1,2014,0,696
